Year,Quarter,State,Region,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2022,Q3,Uttar Pradesh,North,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,9336.0,298183.0
FY2021,Q4,Chhattisgarh,Central,Passenger Car,SUV,Tata Motors,Petrol,7946.0,872336.0
FY2021,Q4,Sikkim,Northeast,Commercial Vehicle,LCV,Tata Motors,Diesel,136.0,1751266.0
FY2020,Q2,Punjab,North,Two-Wheeler,Scooter,TVS Motor,Electric,103920.0,89217.0
FY2023,Q2,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,Others,Electric,1271.0,215453.0
FY2024,Q1,Assam,Northeast,Two-Wheeler,Motorcycle,Others,Petrol,41075.0,60852.0
FY2020,Q1,Bihar,East,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Diesel,4195.0,1532127.0
FY2019,Q2,Karnataka,South,Passenger Car,Sedan,Maruti Suzuki,Petrol,67616.0,1055442.0
FY2023,Q4,Telangana,South,Passenger Car,SUV,Others,Petrol,61905.0,999703.0
FY2021,Q1,Uttar Pradesh,North,Passenger Car,Hatchback,Maruti Suzuki,Petrol,58241.0,1085701.0
FY2023,Q2,Kerala,South,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,107182.0,68839.0
FY2023,Q4,Sikkim,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,3887.0,90602.0
FY2023,Q1,Goa,West,Passenger Car,SUV,Maruti Suzuki,Petrol,6601.0,937874.0
FY2022,Q4,Sikkim,Northeast,Passenger Car,SUV,Maruti Suzuki,CNG,790.0,1502392.0
FY2023,Q3,Telangana,South,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,233684.0,18877.0
FY2024,Q3,Jharkhand,East,Two-Wheeler,Motorcycle,TVS Motor,Petrol,75067.0,25299.0
FY2021,Q4,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,4521.0,246728.0
FY2021,Q4,Haryana,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,5289.0,777756.0
FY2022,Q1,Rajasthan,North,Passenger Car,Hatchback,Tata Motors,Petrol,38391.0,1076655.0
FY2024,Q1,Sikkim,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Diesel,236.0,982437.0
FY2023,Q2,Tamil Nadu,South,Passenger Car,Sedan,Maruti Suzuki,Petrol,85421.0,778877.0
FY2023,Q3,Punjab,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,8038.0,169984.0
FY2020,Q1,Rajasthan,North,Two-Wheeler,Motorcycle,TVS Motor,Petrol,295548.0,60049.0
FY2019,Q3,Haryana,North,Passenger Car,SUV,Maruti Suzuki,Petrol,,772225.0
FY2023,Q2,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,24535.0,231636.0
FY2024,Q3,Bihar,East,Commercial Vehicle,Bus,Force Motors,Electric,6719.0,1164622.0
FY2022,Q3,Jharkhand,East,Passenger Car,SUV,Maruti Suzuki,CNG,8689.0,1073958.0
FY2023,Q1,Uttarakhand,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,3026.0,1776708.0
FY2020,Q2,Uttarakhand,North,Passenger Car,SUV,Hyundai,CNG,6354.0,1099294.0
FY2020,Q1,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,207457.0,85152.0
FY2024,Q4,Haryana,North,Two-Wheeler,Scooter,TVS Motor,Electric,131565.0,67607.0
FY2023,Q1,Uttar Pradesh,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,12222.0,166977.0
FY2022,Q3,Jharkhand,East,Electric Vehicle,E-Car,Tata Motors,Electric,1072.0,236689.0
FY2024,Q3,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,20107.0,248468.0
FY2024,Q3,Himachal Pradesh,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,36522.0,77030.0
FY2022,Q2,Gujarat,West,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,222923.0,82195.0
FY2021,Q2,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,52215.0,78097.0
FY2019,Q2,Uttarakhand,North,Two-Wheeler,Moped,Royal Enfield,Petrol,47202.0,49757.0
FY2021,Q4,Kerala,South,Passenger Car,MUV,Mahindra,CNG,29501.0,1020898.0
FY2020,Q4,Telangana,South,Passenger Car,SUV,Maruti Suzuki,CNG,44220.0,634542.0
FY2019,Q4,Jharkhand,East,Passenger Car,SUV,Maruti Suzuki,Petrol,8883.0,1535478.0
FY2023,Q4,Odisha,East,Passenger Car,Sedan,Tata Motors,Electric,18096.0,689896.0
FY2023,Q1,Madhya Pradesh,Central,Passenger Car,Sedan,Hyundai,Petrol,40863.0,1028746.0
FY2019,Q1,Rajasthan,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,348748.0,91381.0
FY2021,Q1,Sikkim,Northeast,Commercial Vehicle,MHCV,Eicher Motors,Diesel,142.0,1429224.0
FY2021,Q3,Odisha,East,Electric Vehicle,E-Car,Tata Motors,Electric,1153.0,86124.0
FY2022,Q3,Punjab,North,Passenger Car,SUV,Maruti Suzuki,Diesel,25336.0,1044904.0
FY2020,Q2,Manipur,Northeast,Passenger Car,Hatchback,Hyundai,Electric,642.0,1557132.0
FY2019,Q1,West Bengal,East,Passenger Car,Sedan,Kia,Petrol,,683422.0
FY2022,Q2,Andhra Pradesh,South,Commercial Vehicle,LCV,Tata Motors,Diesel,8622.0,696456.0
FY2022,Q1,Uttar Pradesh,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,5294.0,84647.0
FY2020,Q3,Punjab,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1322.0,289277.0
FY2023,Q2,Uttar Pradesh,North,Passenger Car,SUV,Hyundai,Petrol,82429.0,994366.0
FY2024,Q1,Bihar,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,154788.0,33027.0
FY2019,Q2,Jammu & Kashmir,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,25009.0,74270.0
FY2020,Q3,Punjab,North,Passenger Car,MUV,Maruti Suzuki,Electric,23351.0,1471333.0
FY2024,Q3,Jammu & Kashmir,North,Commercial Vehicle,LCV,Mahindra,Diesel,1463.0,1711472.0
FY2023,Q2,Karnataka,South,Commercial Vehicle,Bus,Tata Motors,Diesel,15492.0,2358629.0
FY2020,Q2,Goa,West,Passenger Car,SUV,Hyundai,Petrol,5055.0,753480.0
FY2022,Q4,Tripura,Northeast,Passenger Car,SUV,Mahindra,Petrol,1454.0,1106561.0
FY2023,Q2,Uttarakhand,North,Passenger Car,MUV,Maruti Suzuki,Petrol,8496.0,929952.0
FY2024,Q1,Tamil Nadu,South,Commercial Vehicle,MHCV,Force Motors,Diesel,19866.0,1786423.0
FY2021,Q3,Himachal Pradesh,North,Passenger Car,Hatchback,Hyundai,Petrol,5644.0,1139621.0
FY2022,Q3,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,262812.0,84440.0
FY2019,Q1,Himachal Pradesh,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,28494.0,59617.0
FY2019,Q1,Haryana,North,Passenger Car,SUV,Maruti Suzuki,Petrol,28706.0,933230.0
FY2019,Q2,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,295719.0,42844.0
FY2023,Q4,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,,192873.0
FY2023,Q3,Assam,Northeast,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,53984.0,93449.0
FY2021,Q1,Meghalaya,Northeast,Passenger Car,SUV,Others,Electric,1292.0,897412.0
FY2023,Q2,Goa,West,Commercial Vehicle,LCV,Tata Motors,Diesel,1138.0,
FY2023,Q4,Bihar,East,Commercial Vehicle,LCV,Tata Motors,Diesel,5301.0,1729071.0
FY2023,Q4,Gujarat,West,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,249048.0,71401.0
FY2022,Q1,Manipur,Northeast,Commercial Vehicle,MHCV,Tata Motors,Diesel,346.0,536994.0
FY2024,Q3,Telangana,South,Electric Vehicle,E-Three-Wheeler,Bajaj Auto,Electric,38780.0,10000.0
FY2021,Q1,Goa,West,Two-Wheeler,Motorcycle,TVS Motor,Petrol,17658.0,59940.0
FY2020,Q1,Uttar Pradesh,North,Passenger Car,Hatchback,Maruti Suzuki,Petrol,52618.0,607327.0
FY2019,Q3,West Bengal,East,Commercial Vehicle,LCV,Ashok Leyland,Diesel,11704.0,
FY2020,Q2,Bihar,East,Two-Wheeler,Scooter,Hero MotoCorp,CNG,146117.0,66003.0
FY2022,Q1,Madhya Pradesh,Central,Commercial Vehicle,MHCV,Mahindra,Diesel,8872.0,742279.0
FY2024,Q3,West Bengal,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,290093.0,82943.0
FY2024,Q1,Bihar,East,Electric Vehicle,E-Car,Ola Electric,Electric,5005.0,303472.0
FY2019,Q1,Tamil Nadu,South,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,18796.0,1536559.0
FY2024,Q1,West Bengal,East,Two-Wheeler,Moped,Bajaj Auto,Petrol,214442.0,58573.0
FY2022,Q3,Jammu & Kashmir,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,1045.0,2024855.0
FY2023,Q1,Meghalaya,Northeast,Commercial Vehicle,Three-Wheeler Goods,Others,Diesel,506.0,1907968.0
FY2019,Q2,Goa,West,Electric Vehicle,E-Car,Bajaj Auto,Electric,130.0,221733.0
FY2020,Q1,Odisha,East,Two-Wheeler,Motorcycle,Others,Petrol,79343.0,50042.0
FY2024,Q4,Assam,Northeast,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,2145.0,128861.0
FY2024,Q4,Uttarakhand,North,Commercial Vehicle,MHCV,Mahindra,CNG,2531.0,1306136.0
FY2021,Q4,Uttar Pradesh,North,Passenger Car,SUV,Kia,Diesel,59112.0,916610.0
FY2024,Q4,Jharkhand,East,Electric Vehicle,E-Three-Wheeler,Others,Electric,3293.0,312193.0
FY2020,Q3,Jammu & Kashmir,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,28620.0,63660.0
FY2023,Q1,Himachal Pradesh,North,Passenger Car,SUV,Maruti Suzuki,Electric,,937602.0
FY2021,Q4,Haryana,North,Passenger Car,Hatchback,Mahindra,CNG,22465.0,469929.0
FY2019,Q1,Sikkim,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Petrol,812.0,1394268.0
FY2024,Q2,Uttarakhand,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,45250.0,59978.0
FY2020,Q3,Haryana,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,167383.0,69608.0
FY2021,Q3,Goa,West,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,25795.0,40343.0
FY2023,Q2,Haryana,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,8558.0,179949.0
FY2022,Q2,Meghalaya,Northeast,Passenger Car,Sedan,Maruti Suzuki,Petrol,1289.0,996667.0
FY2023,Q3,Sikkim,Northeast,Electric Vehicle,E-Car,Others,Electric,283.0,299356.0
FY2024,Q1,Odisha,East,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,4907.0,348125.0
FY2022,Q3,Gujarat,West,Passenger Car,SUV,Tata Motors,Diesel,67050.0,240128.0
FY2020,Q3,Goa,West,Electric Vehicle,E-Car,Ather Energy,Electric,533.0,176028.0
FY2024,Q1,Kerala,South,Passenger Car,Hatchback,Maruti Suzuki,Petrol,46533.0,1183261.0
FY2019,Q1,Chhattisgarh,Central,Two-Wheeler,Motorcycle,TVS Motor,Electric,76115.0,71509.0
FY2024,Q4,Tripura,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,839.0,305338.0
FY2023,Q4,Bihar,East,Two-Wheeler,Scooter,Hero MotoCorp,CNG,141998.0,100575.0
FY2024,Q4,Bihar,East,Two-Wheeler,Scooter,Honda Motorcycle,Electric,145360.0,71617.0
FY2022,Q4,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,13324.0,194005.0
FY2023,Q1,Karnataka,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,23699.0,195087.0
FY2020,Q2,Assam,Northeast,Commercial Vehicle,Bus,Ashok Leyland,Diesel,1763.0,1356457.0
FY2021,Q3,Andhra Pradesh,South,Passenger Car,Sedan,Maruti Suzuki,Petrol,38459.0,1132562.0
FY2021,Q4,Andhra Pradesh,South,Electric Vehicle,E-Car,Ola Electric,Electric,3376.0,256900.0
FY2020,Q1,Punjab,North,Passenger Car,Hatchback,Maruti Suzuki,Petrol,19345.0,1230465.0
FY2021,Q1,Maharashtra,West,Two-Wheeler,Moped,Royal Enfield,Petrol,338984.0,70022.0
FY2019,Q3,Tamil Nadu,South,Electric Vehicle,E-Car,Tata Motors,Electric,1726.0,278260.0
FY2023,Q1,Andhra Pradesh,South,Commercial Vehicle,MHCV,Tata Motors,Electric,12880.0,726002.0
FY2024,Q4,Telangana,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,32590.0,304453.0
FY2021,Q2,West Bengal,East,Electric Vehicle,E-Car,Tata Motors,Electric,1666.0,141143.0
FY2019,Q3,Punjab,North,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,487.0,146809.0
FY2022,Q1,Punjab,North,Commercial Vehicle,MHCV,Eicher Motors,Diesel,5484.0,1283137.0
FY2022,Q2,West Bengal,East,Passenger Car,Sedan,Mahindra,Petrol,28079.0,1310930.0
FY2023,Q1,Goa,West,Two-Wheeler,Scooter,Royal Enfield,Petrol,19775.0,59851.0
FY2021,Q3,Tamil Nadu,South,Passenger Car,SUV,Mahindra,Electric,79643.0,1349841.0
FY2024,Q4,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2470.0,312733.0
FY2024,Q3,Tripura,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,19249.0,84287.0
FY2023,Q2,Odisha,East,Electric Vehicle,E-Three-Wheeler,Bajaj Auto,Electric,3069.0,201506.0
FY2023,Q4,Bihar,East,Passenger Car,SUV,Mahindra,Petrol,19510.0,895476.0
FY2023,Q2,Delhi,North,Passenger Car,Hatchback,Maruti Suzuki,Petrol,46686.0,913314.0
FY2019,Q3,Odisha,East,Commercial Vehicle,LCV,Ashok Leyland,Diesel,,910705.0
FY2022,Q4,Delhi,North,Electric Vehicle,E-Car,Ola Electric,Electric,9577.0,85158.0
FY2020,Q3,Odisha,East,Commercial Vehicle,Bus,Mahindra,Diesel,3767.0,1758170.0
FY2024,Q2,Sikkim,Northeast,Electric Vehicle,E-Two-Wheeler,Others,Electric,333.0,182158.0
FY2024,Q3,Haryana,North,Passenger Car,Van,Hyundai,Electric,43711.0,1144795.0
FY2024,Q1,Telangana,South,Electric Vehicle,E-Car,Tata Motors,Electric,23781.0,202735.0
FY2021,Q2,Andhra Pradesh,South,Commercial Vehicle,LCV,Tata Motors,Diesel,7034.0,1628606.0
FY2020,Q2,Assam,Northeast,Two-Wheeler,Moped,TVS Motor,Petrol,38799.0,60160.0
FY2022,Q1,Meghalaya,Northeast,Commercial Vehicle,Bus,Eicher Motors,Diesel,357.0,1471495.0
FY2021,Q3,Rajasthan,North,Passenger Car,SUV,Tata Motors,Petrol,46710.0,818089.0
FY2024,Q2,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1328.0,374406.0
FY2020,Q4,West Bengal,East,Passenger Car,Hatchback,Mahindra,Diesel,31861.0,859070.0
FY2024,Q1,Odisha,East,Commercial Vehicle,LCV,Tata Motors,Diesel,5054.0,1888936.0
FY2023,Q4,Telangana,South,Commercial Vehicle,MHCV,Others,Diesel,9937.0,1458794.0
FY2020,Q3,Chhattisgarh,Central,Electric Vehicle,E-Car,Ola Electric,Electric,510.0,75298.0
FY2019,Q4,Bihar,East,Two-Wheeler,Motorcycle,Bajaj Auto,Electric,,36300.0
FY2023,Q4,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,16974.0,195055.0
FY2021,Q2,Maharashtra,West,Two-Wheeler,Motorcycle,TVS Motor,Petrol,330346.0,67160.0
FY2019,Q4,Himachal Pradesh,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,30801.0,51527.0
FY2019,Q4,Jharkhand,East,Commercial Vehicle,MHCV,Tata Motors,Diesel,,2211628.0
FY2019,Q4,Odisha,East,Commercial Vehicle,LCV,Mahindra,Diesel,3740.0,323134.0
FY2021,Q3,Meghalaya,Northeast,Commercial Vehicle,LCV,Force Motors,Diesel,283.0,1398815.0
FY2024,Q1,Nagaland,Northeast,Two-Wheeler,Scooter,TVS Motor,Petrol,3986.0,44794.0
FY2024,Q3,Kerala,South,Two-Wheeler,Scooter,Hero MotoCorp,Electric,179797.0,53737.0
FY2022,Q1,Chhattisgarh,Central,Commercial Vehicle,MHCV,Eicher Motors,Diesel,3156.0,
FY2019,Q4,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,1863.0,258868.0
FY2020,Q3,Odisha,East,Electric Vehicle,E-Car,Ather Energy,Electric,715.0,226118.0
FY2022,Q3,Kerala,South,Two-Wheeler,Scooter,Honda Motorcycle,CNG,147056.0,90419.0
FY2023,Q2,Madhya Pradesh,Central,Passenger Car,MUV,Hyundai,CNG,35866.0,1156588.0
FY2021,Q1,Odisha,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,701.0,265594.0
FY2022,Q1,Tamil Nadu,South,Commercial Vehicle,MHCV,Force Motors,Diesel,14257.0,1497538.0
FY2019,Q2,Haryana,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,625.0,265606.0
FY2023,Q4,Uttarakhand,North,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,2136.0,137085.0
FY2023,Q1,Rajasthan,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,263692.0,90064.0
FY2021,Q3,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,5965.0,175564.0
FY2024,Q4,Kerala,South,Passenger Car,Hatchback,Tata Motors,Petrol,50377.0,1188448.0
FY2019,Q2,Gujarat,West,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,961.0,177094.0
FY2020,Q4,Haryana,North,Passenger Car,MUV,Maruti Suzuki,CNG,25698.0,841480.0
FY2024,Q2,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,336.0,120658.0
FY2024,Q3,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,316500.0,60776.0
FY2022,Q2,Punjab,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2226.0,393961.0
FY2023,Q2,West Bengal,East,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,7167.0,180867.0
FY2022,Q4,Tripura,Northeast,Commercial Vehicle,LCV,Force Motors,CNG,505.0,1989994.0
FY2021,Q2,Delhi,North,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,120968.0,41695.0
FY2021,Q3,Delhi,North,Commercial Vehicle,MHCV,Ashok Leyland,CNG,5981.0,2432110.0
FY2019,Q4,Delhi,North,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,7538.0,1041713.0
FY2020,Q3,Bihar,East,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,748.0,277523.0
FY2024,Q3,West Bengal,East,Commercial Vehicle,Bus,Ashok Leyland,Diesel,12161.0,1127851.0
FY2023,Q1,Delhi,North,Commercial Vehicle,LCV,Tata Motors,Diesel,9648.0,1352329.0
FY2024,Q3,Meghalaya,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,12029.0,45386.0
FY2022,Q2,Gujarat,West,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,7236.0,311953.0
FY2024,Q3,Jharkhand,East,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,4014.0,207716.0
FY2024,Q2,Sikkim,Northeast,Commercial Vehicle,LCV,Eicher Motors,Diesel,240.0,765508.0
FY2023,Q2,Haryana,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,106692.0,
FY2023,Q2,Tripura,Northeast,Commercial Vehicle,LCV,Mahindra,Diesel,672.0,1752168.0
FY2022,Q2,Nagaland,Northeast,Commercial Vehicle,MHCV,Mahindra,Electric,159.0,367348.0
FY2020,Q2,Madhya Pradesh,Central,Two-Wheeler,Scooter,Bajaj Auto,Petrol,,60142.0
FY2020,Q3,Jammu & Kashmir,North,Commercial Vehicle,MHCV,Tata Motors,Electric,1067.0,1183852.0
FY2024,Q3,Nagaland,Northeast,Commercial Vehicle,Bus,Eicher Motors,Diesel,245.0,1183681.0
FY2019,Q1,Manipur,Northeast,Commercial Vehicle,MHCV,Ashok Leyland,CNG,395.0,660726.0
FY2022,Q4,Bihar,East,Electric Vehicle,E-Two-Wheeler,Others,Electric,1572.0,188212.0
FY2024,Q3,Punjab,North,Electric Vehicle,E-Car,Tata Motors,Electric,12461.0,242933.0
FY2024,Q4,Odisha,East,Two-Wheeler,Scooter,Others,CNG,82822.0,27199.0
FY2023,Q1,Tamil Nadu,South,Commercial Vehicle,MHCV,Ashok Leyland,Electric,20070.0,509687.0
FY2020,Q3,Uttarakhand,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,54152.0,111081.0
FY2023,Q1,Sikkim,Northeast,Passenger Car,SUV,Maruti Suzuki,CNG,907.0,960882.0
FY2024,Q2,Assam,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,45595.0,45467.0
FY2020,Q3,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2795.0,103195.0
FY2024,Q1,Nagaland,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Diesel,238.0,1563497.0
FY2020,Q4,Maharashtra,West,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,382480.0,56679.0
FY2021,Q4,Karnataka,South,Electric Vehicle,E-Car,Ola Electric,Electric,7249.0,284314.0
FY2021,Q3,Punjab,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,131307.0,40987.0
FY2019,Q4,Delhi,North,Passenger Car,Hatchback,Kia,CNG,46687.0,803091.0
FY2022,Q3,Telangana,South,Two-Wheeler,Motorcycle,TVS Motor,Petrol,194012.0,58974.0
FY2020,Q1,Delhi,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,147389.0,92416.0
FY2020,Q4,Madhya Pradesh,Central,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,263266.0,56980.0
FY2020,Q2,Tripura,Northeast,Passenger Car,SUV,Maruti Suzuki,Petrol,1124.0,548356.0
FY2021,Q2,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,52.0,313029.0
FY2019,Q4,Kerala,South,Commercial Vehicle,LCV,Mahindra,Electric,7303.0,1804797.0
FY2022,Q2,Manipur,Northeast,Commercial Vehicle,Bus,Tata Motors,Diesel,315.0,917605.0
FY2022,Q1,Odisha,East,Commercial Vehicle,MHCV,Tata Motors,Diesel,3707.0,1766040.0
FY2022,Q1,Sikkim,Northeast,Commercial Vehicle,MHCV,Tata Motors,Diesel,167.0,930422.0
FY2024,Q2,Assam,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1836.0,212913.0
FY2023,Q2,Gujarat,West,Passenger Car,SUV,Maruti Suzuki,Diesel,63062.0,1029855.0
FY2021,Q4,West Bengal,East,Commercial Vehicle,MHCV,Tata Motors,Diesel,6531.0,1172400.0
FY2022,Q3,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,145.0,457801.0
FY2022,Q3,Tripura,Northeast,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,583.0,871751.0
FY2020,Q3,Bihar,East,Passenger Car,Sedan,Others,Petrol,17615.0,886659.0
FY2021,Q1,Goa,West,Commercial Vehicle,MHCV,Tata Motors,CNG,732.0,1165117.0
FY2021,Q1,Sikkim,Northeast,Electric Vehicle,E-Bus,Tata Motors,Electric,48.0,174863.0
FY2024,Q3,Manipur,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,11528.0,50874.0
FY2019,Q1,Maharashtra,West,Two-Wheeler,Scooter,Bajaj Auto,Petrol,432103.0,60785.0
FY2020,Q2,Rajasthan,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1435.0,283371.0
FY2019,Q1,Nagaland,Northeast,Passenger Car,Van,Hyundai,Diesel,770.0,781600.0
FY2021,Q3,Haryana,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,6248.0,2467793.0
FY2024,Q3,Karnataka,South,Passenger Car,SUV,Maruti Suzuki,CNG,111457.0,1086900.0
FY2024,Q1,Uttar Pradesh,North,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,20274.0,224390.0
FY2023,Q1,Manipur,Northeast,Electric Vehicle,E-Car,Ather Energy,Electric,175.0,128027.0
FY2020,Q3,Telangana,South,Commercial Vehicle,LCV,Tata Motors,Diesel,8106.0,2124410.0
FY2023,Q3,Gujarat,West,Commercial Vehicle,MHCV,Ashok Leyland,CNG,23838.0,997236.0
FY2023,Q1,Chhattisgarh,Central,Passenger Car,SUV,Maruti Suzuki,CNG,10068.0,990420.0
FY2024,Q2,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,11611.0,200552.0
FY2021,Q3,Andhra Pradesh,South,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8132.0,1203454.0
FY2024,Q4,Delhi,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,,967857.0
FY2024,Q4,Himachal Pradesh,North,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,26614.0,56264.0
FY2019,Q1,Kerala,South,Passenger Car,Van,Hyundai,Electric,33708.0,1067994.0
FY2024,Q1,Manipur,Northeast,Passenger Car,Sedan,Maruti Suzuki,Petrol,998.0,842193.0
FY2021,Q4,West Bengal,East,Two-Wheeler,Scooter,Bajaj Auto,Electric,,63219.0
FY2024,Q4,Rajasthan,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,281229.0,66716.0
FY2019,Q4,Madhya Pradesh,Central,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,10675.0,2013517.0
FY2020,Q1,Tripura,Northeast,Commercial Vehicle,MHCV,Tata Motors,Diesel,534.0,1473877.0
FY2019,Q2,West Bengal,East,Passenger Car,Sedan,Toyota,CNG,35609.0,804227.0
FY2024,Q2,Jammu & Kashmir,North,Passenger Car,Hatchback,Hyundai,Diesel,5798.0,739859.0
FY2022,Q4,Rajasthan,North,Commercial Vehicle,LCV,Eicher Motors,Diesel,12821.0,2871524.0
FY2021,Q3,Assam,Northeast,Passenger Car,SUV,Maruti Suzuki,Petrol,6816.0,634802.0
FY2024,Q3,Uttarakhand,North,Passenger Car,Sedan,Mahindra,Petrol,13342.0,498461.0
FY2019,Q3,Uttar Pradesh,North,Commercial Vehicle,LCV,Tata Motors,Diesel,24581.0,1548731.0
FY2019,Q3,Telangana,South,Commercial Vehicle,LCV,Others,Diesel,9384.0,1345488.0
FY2020,Q4,Manipur,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,39.0,230116.0
FY2020,Q2,Haryana,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,6317.0,1063104.0
FY2019,Q1,Jammu & Kashmir,North,Electric Vehicle,E-Car,Tata Motors,Electric,46.0,135857.0
